type,sex,cancer,cancer_label,country,country_label,year,age,cases,py
1,2,16,"Cervix uteri",18800,"Costa Rica",1999,14,26,35605
1,2,16,"Cervix uteri",18800,"Costa Rica",1999,15,22,28367
1,2,16,"Cervix uteri",18800,"Costa Rica",1999,16,13,42005
1,2,16,"Cervix uteri",18800,"Costa Rica",1999,17,12,0
1,2,16,"Cervix uteri",18800,"Costa Rica",1999,18,9,0
1,2,16,"Cervix uteri",18800,"Costa Rica",1999,19,0,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,1,0,193363
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,2,0,203443
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,3,0,209836
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,4,0,193900
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,5,3,172554
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,6,16,150013
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,7,31,152930
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,8,49,147001
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,9,51,124078
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,10,40,97476
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,11,36,73202
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,12,26,55795
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,13,17,45379
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,14,22,36658
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,15,18,29582
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,16,10,43746
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,17,7,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,18,12,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2000,19,0,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,1,0,192125
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,2,0,202884
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,3,0,209343
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,4,2,200265
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,5,8,180098
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,6,18,153461
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,7,31,151889
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,8,55,149952
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,9,47,129548
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,10,34,103128
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,11,27,77552
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,12,29,58439
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,13,18,46829
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,14,13,37791
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,15,20,30648
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,16,14,45767
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,17,10,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,18,5,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2001,19,0,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,1,0,191204
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,2,0,201915
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,3,0,209456
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,4,2,205072
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,5,8,186430
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,6,25,158024
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,7,24,151098
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,8,26,152624
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,9,46,134818
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,10,36,108566
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,11,29,82191
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,12,20,61537
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,13,16,48096
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,14,25,39043
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,15,8,31531
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,16,18,47983
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,17,12,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,18,9,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2002,19,0,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,1,0,185686
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,2,0,198895
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,3,0,208962
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,4,1,207875
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,5,1,187873
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,6,14,162703
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,7,29,149856
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,8,46,153729
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,9,45,140722
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,10,63,114218
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,11,34,87082
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,12,19,64869
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,13,20,49718
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,14,21,40344
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,15,16,32254
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,16,6,50625
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,17,9,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,18,18,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2003,19,0,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,1,0,182658
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,2,0,196967
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,3,0,207285
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,4,1,211878
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,5,6,191220
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,6,18,168396
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,7,36,150324
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,8,39,154008
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,9,42,144831
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,10,44,119479
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,11,36,91913
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,12,15,68625
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,13,16,51808
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,14,13,41804
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,15,13,32906
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,16,8,53074
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,17,5,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,18,8,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2004,19,0,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,1,0,179094
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,2,0,195281
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,3,0,205581
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,4,0,213064
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,5,2,196339
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,6,11,174606
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,7,27,151981
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,8,34,153374
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,9,50,148026
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,10,39,124884
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,11,26,96919
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,12,34,72681
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,13,22,54323
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,14,11,43177
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,15,9,33887
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,16,11,55455
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,17,12,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,18,8,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2005,19,0,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,1,0,176009
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,2,0,193320
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,3,0,204337
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,4,0,211925
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,5,8,201982
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,6,13,180887
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,7,26,154769
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,8,30,152050
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,9,29,150667
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,10,28,130213
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,11,23,102609
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,12,27,76520
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,13,12,56963
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,14,12,44557
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,15,15,35044
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,16,14,58126
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,17,4,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,18,9,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2006,19,0,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,1,0,175197
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,2,0,190407
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,3,0,202661
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,4,0,211419
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,5,9,206292
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,6,18,186145
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,7,23,158713
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,8,42,150789
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,9,41,152660
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,10,28,135369
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,11,32,107997
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,12,22,80937
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,13,19,60007
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,14,13,45848
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,15,9,36243
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,16,10,60917
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,17,4,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,18,7,0
1,2,16,"Cervix uteri",18800,"Costa Rica",2007,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1985,1,0,55433
1,2,16,"Cervix uteri",21800,"Ecuador",1985,2,0,53885
1,2,16,"Cervix uteri",21800,"Ecuador",1985,3,0,52625
1,2,16,"Cervix uteri",21800,"Ecuador",1985,4,0,56271
1,2,16,"Cervix uteri",21800,"Ecuador",1985,5,2,58259
1,2,16,"Cervix uteri",21800,"Ecuador",1985,6,7,53824
1,2,16,"Cervix uteri",21800,"Ecuador",1985,7,12,44985
1,2,16,"Cervix uteri",21800,"Ecuador",1985,8,19,36019
1,2,16,"Cervix uteri",21800,"Ecuador",1985,9,13,26739
1,2,16,"Cervix uteri",21800,"Ecuador",1985,10,18,20100
1,2,16,"Cervix uteri",21800,"Ecuador",1985,11,16,15888
1,2,16,"Cervix uteri",21800,"Ecuador",1985,12,11,12598
1,2,16,"Cervix uteri",21800,"Ecuador",1985,13,15,11003
1,2,16,"Cervix uteri",21800,"Ecuador",1985,14,7,8243
1,2,16,"Cervix uteri",21800,"Ecuador",1985,15,7,6148
1,2,16,"Cervix uteri",21800,"Ecuador",1985,16,6,10018
1,2,16,"Cervix uteri",21800,"Ecuador",1985,17,3,0
1,2,16,"Cervix uteri",21800,"Ecuador",1985,18,4,0
1,2,16,"Cervix uteri",21800,"Ecuador",1985,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1986,1,0,57354
1,2,16,"Cervix uteri",21800,"Ecuador",1986,2,0,55753
1,2,16,"Cervix uteri",21800,"Ecuador",1986,3,0,54449
1,2,16,"Cervix uteri",21800,"Ecuador",1986,4,0,58222
1,2,16,"Cervix uteri",21800,"Ecuador",1986,5,1,60279
1,2,16,"Cervix uteri",21800,"Ecuador",1986,6,9,55690
1,2,16,"Cervix uteri",21800,"Ecuador",1986,7,9,46545
1,2,16,"Cervix uteri",21800,"Ecuador",1986,8,13,37268
1,2,16,"Cervix uteri",21800,"Ecuador",1986,9,14,27666
1,2,16,"Cervix uteri",21800,"Ecuador",1986,10,15,20797
1,2,16,"Cervix uteri",21800,"Ecuador",1986,11,12,16439
1,2,16,"Cervix uteri",21800,"Ecuador",1986,12,16,13035
1,2,16,"Cervix uteri",21800,"Ecuador",1986,13,12,11385
1,2,16,"Cervix uteri",21800,"Ecuador",1986,14,9,8529
1,2,16,"Cervix uteri",21800,"Ecuador",1986,15,6,6361
1,2,16,"Cervix uteri",21800,"Ecuador",1986,16,4,10365
1,2,16,"Cervix uteri",21800,"Ecuador",1986,17,6,0
1,2,16,"Cervix uteri",21800,"Ecuador",1986,18,1,0
1,2,16,"Cervix uteri",21800,"Ecuador",1986,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1987,1,0,59339
1,2,16,"Cervix uteri",21800,"Ecuador",1987,2,0,57682
1,2,16,"Cervix uteri",21800,"Ecuador",1987,3,0,56333
1,2,16,"Cervix uteri",21800,"Ecuador",1987,4,0,60236
1,2,16,"Cervix uteri",21800,"Ecuador",1987,5,1,62365
1,2,16,"Cervix uteri",21800,"Ecuador",1987,6,0,57617
1,2,16,"Cervix uteri",21800,"Ecuador",1987,7,3,48155
1,2,16,"Cervix uteri",21800,"Ecuador",1987,8,15,38557
1,2,16,"Cervix uteri",21800,"Ecuador",1987,9,11,28623
1,2,16,"Cervix uteri",21800,"Ecuador",1987,10,13,21516
1,2,16,"Cervix uteri",21800,"Ecuador",1987,11,12,17007
1,2,16,"Cervix uteri",21800,"Ecuador",1987,12,21,13486
1,2,16,"Cervix uteri",21800,"Ecuador",1987,13,6,11779
1,2,16,"Cervix uteri",21800,"Ecuador",1987,14,12,8824
1,2,16,"Cervix uteri",21800,"Ecuador",1987,15,9,6581
1,2,16,"Cervix uteri",21800,"Ecuador",1987,16,1,10724
1,2,16,"Cervix uteri",21800,"Ecuador",1987,17,2,0
1,2,16,"Cervix uteri",21800,"Ecuador",1987,18,1,0
1,2,16,"Cervix uteri",21800,"Ecuador",1987,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1988,1,0,61555
1,2,16,"Cervix uteri",21800,"Ecuador",1988,2,0,59837
1,2,16,"Cervix uteri",21800,"Ecuador",1988,3,0,58437
1,2,16,"Cervix uteri",21800,"Ecuador",1988,4,1,62486
1,2,16,"Cervix uteri",21800,"Ecuador",1988,5,1,64694
1,2,16,"Cervix uteri",21800,"Ecuador",1988,6,6,59769
1,2,16,"Cervix uteri",21800,"Ecuador",1988,7,4,49954
1,2,16,"Cervix uteri",21800,"Ecuador",1988,8,18,39997
1,2,16,"Cervix uteri",21800,"Ecuador",1988,9,10,29693
1,2,16,"Cervix uteri",21800,"Ecuador",1988,10,17,22320
1,2,16,"Cervix uteri",21800,"Ecuador",1988,11,15,17643
1,2,16,"Cervix uteri",21800,"Ecuador",1988,12,16,13989
1,2,16,"Cervix uteri",21800,"Ecuador",1988,13,13,12219
1,2,16,"Cervix uteri",21800,"Ecuador",1988,14,9,9153
1,2,16,"Cervix uteri",21800,"Ecuador",1988,15,9,6827
1,2,16,"Cervix uteri",21800,"Ecuador",1988,16,2,11124
1,2,16,"Cervix uteri",21800,"Ecuador",1988,17,2,0
1,2,16,"Cervix uteri",21800,"Ecuador",1988,18,2,0
1,2,16,"Cervix uteri",21800,"Ecuador",1988,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1989,1,0,63854
1,2,16,"Cervix uteri",21800,"Ecuador",1989,2,0,62072
1,2,16,"Cervix uteri",21800,"Ecuador",1989,3,0,60620
1,2,16,"Cervix uteri",21800,"Ecuador",1989,4,1,64820
1,2,16,"Cervix uteri",21800,"Ecuador",1989,5,1,67110
1,2,16,"Cervix uteri",21800,"Ecuador",1989,6,2,62001
1,2,16,"Cervix uteri",21800,"Ecuador",1989,7,11,51820
1,2,16,"Cervix uteri",21800,"Ecuador",1989,8,16,41491
1,2,16,"Cervix uteri",21800,"Ecuador",1989,9,15,30802
1,2,16,"Cervix uteri",21800,"Ecuador",1989,10,15,23154
1,2,16,"Cervix uteri",21800,"Ecuador",1989,11,23,18302
1,2,16,"Cervix uteri",21800,"Ecuador",1989,12,20,14512
1,2,16,"Cervix uteri",21800,"Ecuador",1989,13,7,12675
1,2,16,"Cervix uteri",21800,"Ecuador",1989,14,13,9495
1,2,16,"Cervix uteri",21800,"Ecuador",1989,15,12,7082
1,2,16,"Cervix uteri",21800,"Ecuador",1989,16,5,11540
1,2,16,"Cervix uteri",21800,"Ecuador",1989,17,5,0
1,2,16,"Cervix uteri",21800,"Ecuador",1989,18,2,0
1,2,16,"Cervix uteri",21800,"Ecuador",1989,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1990,1,0,60759
1,2,16,"Cervix uteri",21800,"Ecuador",1990,2,0,58955
1,2,16,"Cervix uteri",21800,"Ecuador",1990,3,0,57521
1,2,16,"Cervix uteri",21800,"Ecuador",1990,4,0,61373
1,2,16,"Cervix uteri",21800,"Ecuador",1990,5,2,63478
1,2,16,"Cervix uteri",21800,"Ecuador",1990,6,4,58884
1,2,16,"Cervix uteri",21800,"Ecuador",1990,7,12,49122
1,2,16,"Cervix uteri",21800,"Ecuador",1990,8,12,39169
1,2,16,"Cervix uteri",21800,"Ecuador",1990,9,14,28923
1,2,16,"Cervix uteri",21800,"Ecuador",1990,10,20,21692
1,2,16,"Cervix uteri",21800,"Ecuador",1990,11,10,17114
1,2,16,"Cervix uteri",21800,"Ecuador",1990,12,14,13612
1,2,16,"Cervix uteri",21800,"Ecuador",1990,13,8,11920
1,2,16,"Cervix uteri",21800,"Ecuador",1990,14,12,8903
1,2,16,"Cervix uteri",21800,"Ecuador",1990,15,12,6615
1,2,16,"Cervix uteri",21800,"Ecuador",1990,16,5,10739
1,2,16,"Cervix uteri",21800,"Ecuador",1990,17,1,0
1,2,16,"Cervix uteri",21800,"Ecuador",1990,18,3,0
1,2,16,"Cervix uteri",21800,"Ecuador",1990,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1991,1,0,61162
1,2,16,"Cervix uteri",21800,"Ecuador",1991,2,0,59609
1,2,16,"Cervix uteri",21800,"Ecuador",1991,3,0,58287
1,2,16,"Cervix uteri",21800,"Ecuador",1991,4,1,62398
1,2,16,"Cervix uteri",21800,"Ecuador",1991,5,1,64721
1,2,16,"Cervix uteri",21800,"Ecuador",1991,6,2,59511
1,2,16,"Cervix uteri",21800,"Ecuador",1991,7,6,49891
1,2,16,"Cervix uteri",21800,"Ecuador",1991,8,13,40237
1,2,16,"Cervix uteri",21800,"Ecuador",1991,9,24,30117
1,2,16,"Cervix uteri",21800,"Ecuador",1991,10,14,22699
1,2,16,"Cervix uteri",21800,"Ecuador",1991,11,22,17982
1,2,16,"Cervix uteri",21800,"Ecuador",1991,12,16,14182
1,2,16,"Cervix uteri",21800,"Ecuador",1991,13,13,12341
1,2,16,"Cervix uteri",21800,"Ecuador",1991,14,13,9297
1,2,16,"Cervix uteri",21800,"Ecuador",1991,15,12,6959
1,2,16,"Cervix uteri",21800,"Ecuador",1991,16,6,11416
1,2,16,"Cervix uteri",21800,"Ecuador",1991,17,9,0
1,2,16,"Cervix uteri",21800,"Ecuador",1991,18,6,0
1,2,16,"Cervix uteri",21800,"Ecuador",1991,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1992,1,0,61591
1,2,16,"Cervix uteri",21800,"Ecuador",1992,2,0,60288
1,2,16,"Cervix uteri",21800,"Ecuador",1992,3,0,59074
1,2,16,"Cervix uteri",21800,"Ecuador",1992,4,0,63368
1,2,16,"Cervix uteri",21800,"Ecuador",1992,5,1,65928
1,2,16,"Cervix uteri",21800,"Ecuador",1992,6,2,60138
1,2,16,"Cervix uteri",21800,"Ecuador",1992,7,9,50680
1,2,16,"Cervix uteri",21800,"Ecuador",1992,8,18,41378
1,2,16,"Cervix uteri",21800,"Ecuador",1992,9,11,31405
1,2,16,"Cervix uteri",21800,"Ecuador",1992,10,14,23777
1,2,16,"Cervix uteri",21800,"Ecuador",1992,11,14,18908
1,2,16,"Cervix uteri",21800,"Ecuador",1992,12,19,14775
1,2,16,"Cervix uteri",21800,"Ecuador",1992,13,18,12776
1,2,16,"Cervix uteri",21800,"Ecuador",1992,14,18,9717
1,2,16,"Cervix uteri",21800,"Ecuador",1992,15,3,7318
1,2,16,"Cervix uteri",21800,"Ecuador",1992,16,3,12146
1,2,16,"Cervix uteri",21800,"Ecuador",1992,17,5,0
1,2,16,"Cervix uteri",21800,"Ecuador",1992,18,2,0
1,2,16,"Cervix uteri",21800,"Ecuador",1992,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1993,1,0,62010
1,2,16,"Cervix uteri",21800,"Ecuador",1993,2,0,60963
1,2,16,"Cervix uteri",21800,"Ecuador",1993,3,0,59860
1,2,16,"Cervix uteri",21800,"Ecuador",1993,4,0,64339
1,2,16,"Cervix uteri",21800,"Ecuador",1993,5,2,67144
1,2,16,"Cervix uteri",21800,"Ecuador",1993,6,4,60759
1,2,16,"Cervix uteri",21800,"Ecuador",1993,7,9,51469
1,2,16,"Cervix uteri",21800,"Ecuador",1993,8,21,42543
1,2,16,"Cervix uteri",21800,"Ecuador",1993,9,17,32741
1,2,16,"Cervix uteri",21800,"Ecuador",1993,10,16,24900
1,2,16,"Cervix uteri",21800,"Ecuador",1993,11,14,19876
1,2,16,"Cervix uteri",21800,"Ecuador",1993,12,11,15392
1,2,16,"Cervix uteri",21800,"Ecuador",1993,13,20,13224
1,2,16,"Cervix uteri",21800,"Ecuador",1993,14,16,10154
1,2,16,"Cervix uteri",21800,"Ecuador",1993,15,9,7694
1,2,16,"Cervix uteri",21800,"Ecuador",1993,16,8,12924
1,2,16,"Cervix uteri",21800,"Ecuador",1993,17,5,0
1,2,16,"Cervix uteri",21800,"Ecuador",1993,18,6,0
1,2,16,"Cervix uteri",21800,"Ecuador",1993,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1994,1,0,62417
1,2,16,"Cervix uteri",21800,"Ecuador",1994,2,0,61631
1,2,16,"Cervix uteri",21800,"Ecuador",1994,3,0,60644
1,2,16,"Cervix uteri",21800,"Ecuador",1994,4,0,65310
1,2,16,"Cervix uteri",21800,"Ecuador",1994,5,0,68367
1,2,16,"Cervix uteri",21800,"Ecuador",1994,6,1,61373
1,2,16,"Cervix uteri",21800,"Ecuador",1994,7,9,52260
1,2,16,"Cervix uteri",21800,"Ecuador",1994,8,14,43732
1,2,16,"Cervix uteri",21800,"Ecuador",1994,9,24,34127
1,2,16,"Cervix uteri",21800,"Ecuador",1994,10,25,26071
1,2,16,"Cervix uteri",21800,"Ecuador",1994,11,22,20891
1,2,16,"Cervix uteri",21800,"Ecuador",1994,12,10,16030
1,2,16,"Cervix uteri",21800,"Ecuador",1994,13,5,13685
1,2,16,"Cervix uteri",21800,"Ecuador",1994,14,13,10609
1,2,16,"Cervix uteri",21800,"Ecuador",1994,15,8,8088
1,2,16,"Cervix uteri",21800,"Ecuador",1994,16,4,13755
1,2,16,"Cervix uteri",21800,"Ecuador",1994,17,1,0
1,2,16,"Cervix uteri",21800,"Ecuador",1994,18,6,0
1,2,16,"Cervix uteri",21800,"Ecuador",1994,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1995,1,0,62817
1,2,16,"Cervix uteri",21800,"Ecuador",1995,2,0,62295
1,2,16,"Cervix uteri",21800,"Ecuador",1995,3,0,61425
1,2,16,"Cervix uteri",21800,"Ecuador",1995,4,0,66279
1,2,16,"Cervix uteri",21800,"Ecuador",1995,5,1,69596
1,2,16,"Cervix uteri",21800,"Ecuador",1995,6,2,61981
1,2,16,"Cervix uteri",21800,"Ecuador",1995,7,8,53053
1,2,16,"Cervix uteri",21800,"Ecuador",1995,8,13,44943
1,2,16,"Cervix uteri",21800,"Ecuador",1995,9,14,35564
1,2,16,"Cervix uteri",21800,"Ecuador",1995,10,17,27292
1,2,16,"Cervix uteri",21800,"Ecuador",1995,11,18,21951
1,2,16,"Cervix uteri",21800,"Ecuador",1995,12,12,16690
1,2,16,"Cervix uteri",21800,"Ecuador",1995,13,11,14158
1,2,16,"Cervix uteri",21800,"Ecuador",1995,14,10,11082
1,2,16,"Cervix uteri",21800,"Ecuador",1995,15,13,8499
1,2,16,"Cervix uteri",21800,"Ecuador",1995,16,6,14642
1,2,16,"Cervix uteri",21800,"Ecuador",1995,17,4,0
1,2,16,"Cervix uteri",21800,"Ecuador",1995,18,2,0
1,2,16,"Cervix uteri",21800,"Ecuador",1995,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1996,1,0,63205
1,2,16,"Cervix uteri",21800,"Ecuador",1996,2,0,62951
1,2,16,"Cervix uteri",21800,"Ecuador",1996,3,0,62202
1,2,16,"Cervix uteri",21800,"Ecuador",1996,4,0,67248
1,2,16,"Cervix uteri",21800,"Ecuador",1996,5,1,70831
1,2,16,"Cervix uteri",21800,"Ecuador",1996,6,2,62580
1,2,16,"Cervix uteri",21800,"Ecuador",1996,7,7,53845
1,2,16,"Cervix uteri",21800,"Ecuador",1996,8,8,46179
1,2,16,"Cervix uteri",21800,"Ecuador",1996,9,22,37053
1,2,16,"Cervix uteri",21800,"Ecuador",1996,10,16,28563
1,2,16,"Cervix uteri",21800,"Ecuador",1996,11,13,23061
1,2,16,"Cervix uteri",21800,"Ecuador",1996,12,13,17375
1,2,16,"Cervix uteri",21800,"Ecuador",1996,13,7,14645
1,2,16,"Cervix uteri",21800,"Ecuador",1996,14,8,11573
1,2,16,"Cervix uteri",21800,"Ecuador",1996,15,5,8930
1,2,16,"Cervix uteri",21800,"Ecuador",1996,16,7,15587
1,2,16,"Cervix uteri",21800,"Ecuador",1996,17,3,0
1,2,16,"Cervix uteri",21800,"Ecuador",1996,18,6,0
1,2,16,"Cervix uteri",21800,"Ecuador",1996,19,0,0
1,2,16,"Cervix uteri",21800,"Ecuador",1997,1,0,63583
1,2,16,"Cervix uteri",21800,"Ecuador",1997,2,0,63600
1,2,16,"Cervix uteri",21800,"Ecuador",1997,3,0,62975
1,2,16,"Cervix uteri",21800,"Ecuador",1997,4,0,68215
1,2,16,"Cervix uteri",21800,"Ecuador",1997,5,1,72071
1,2,16,"Cervix uteri",21800,"Ecuador",1997,6,6,63171
1,2,16,"Cervix uteri",21800,"Ecuador",1997,7,7,54637
1,2,16,"Cervix uteri",21800,"Ecuador",1997,8,9,47437
1,2,16,"Cervix uteri",21800,"Ecuador",1997,9,15,38595
1,2,16,"Cervix uteri",21800,"Ecuador",1997,10,17,29887
